text,emotion,emoji
i feel i am rich because my life both real and online is filled with friends and family with whom i would not want to live without,joy,😄
i feel bad saying this because i should be happy but i dont think this way that im going is for me anymore,sadness,😢
ive been feeling afraid a lot lately,fear,😨
i see momo feel shy momo hmmm gt me heyy momo,fear,😨
i feel amused looking at the little turtle who sneaked in with them,joy,😄
i purple month doesnt feel surprised in fact zhuo feng up many pupils all clear xiao her identity dont even say main star feng of young,surprise,😲
i feel like there is no way out being humiliated by asa a guy i was obssessed about who played an embarrassing joke on me getting caught by tabbys wife tabby is a lover i once had who was married and i blindly fell in love with him,sadness,😢
i feel like breathing is as delicate as dried rose petals sometimes,love,😍
im thankful because i feel somewhat energetic instead of the dead fish that i would become every time every chemo,joy,😄
i feel so honored today and i want to share the emotion and my gratitude because i received a very complimentary email from someone who reads thought provoking perspectives,joy,😄
ive tried bare minerals but it makes me feel like my face is dirty,sadness,😢
i feel quite passionate about and that is how old should children be to undergo beauty treatments,joy,😄
i feel like i m going to struggle and fail and suffer and be really dumb,sadness,😢
im feel a little bit shy to talked to her for a second but manage myself because i saw from her eyes that theres something with this girl,fear,😨
i love that this is a place a series with no real heroes and i love that the way the couples in these books fall in love feels just as violent and crazy as the place that they call home,anger,😡
i will feel more lively and full of bounce,joy,😄
i am and always have been a very sincere nice feeling sociable compassionate helpful girl,joy,😄
i feel like an obnoxious nagging call times everyday tag alonger that he is finally sick of tolerating and is now just giving the cold shoulder,anger,😡
i loved the feeling i got during an amazing slalom run whether it was in training or in a race,joy,😄
i was feeling especially shy and awkward because i didn t know many people there,fear,😨
im still feeling a little groggy from the lack of sleep so i shall try to replenish it,sadness,😢
i have been sitting at home revising today and all in all feeling quite stressed,anger,😡
i guess feelings aren t meant to be inhibited or prohibited,fear,😨
i embraced feeling thankful that the middle wall of partition had thus far been broken down,joy,😄
i began to feel very strange,fear,😨
i didn t feel pressured or constrained in my choices to behave in a particular way i just felt very busy,fear,😨
i had one of my low carb meal bars for breakfast and was feeling smug when i spotted the left over pies muffins and attractive foods,joy,😄
im going through life feeling now rather than being totally numb,sadness,😢
i dont want flowers or candy but the kind of guy that knows i like thinly sliced limes in my mineral water because it makes me feel glamorous and is humored by how pretentious that is,joy,😄
i feel unprotected a class post count link href http reprogramming in process,sadness,😢
i always feel really confident of my life and my choices when i go home,joy,😄
i was feeling more and more frustrated with each session he attended,anger,😡
i feel like in the last year especially i ve gone from a girl to a woman and despite how hesitant i have always been about getting older next year i will be twenty four i am surprised at how pleased i am to have done so,fear,😨
i feel attacked or insulted it is helpful to realize that the idea of attack is alive and well in my own mind,anger,😡
ive missed that feeling and ive missed being there and ive missed having something to work towards that keeps my focus on me and keeps it off of my phone and the potential trouble it can get me in,sadness,😢
